player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season
Gonzalo Higuaín,ar ARG,FW,Chelsea,30,1987,14.0,13.0,1085.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,5.3,5.3,1.1,0.44,0.09,0.53,0.44,0.53,45.0,13.0,28.9,3.73,1.08,0.11,0.38,14.2,0.0,0.12,-0.3,-0.3,253.0,325.0,77.8,3662.0,376.0,147.0,178.0,82.6,72.0,89.0,80.9,18.0,31.0,58.1,-1.1,15.0,7.0,9.0,0.0,11.0,319.0,6.0,0.0,1.0,70.0,11.0,4.0,0.0,0.0,0.0,0.0,237.0,58.0,30.0,38.0,276.0,4.0,0.0,4.0,1.0,4.0,17.0,11.0,27.0,2.24,27.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,4.0,1.0,1.0,6.0,16.7,5.0,191.0,41.0,21.5,8.0,66.0,117.0,6.0,0.0,0.0,6.0,0.0,6.0,4.0,0.0,447.0,7.0,26.0,175.0,272.0,67.0,441.0,14.0,19.0,73.7,15.0,1.0,352.0,1342.0,460.0,32.0,8.0,6.0,23.0,26.0,626.0,380.0,60.7,141.0,0.0,8.0,5.0,11.0,0.0,0.0,0.0,38.0,4.0,14.0,22.2,2018
Wesley Hoedt,nl NED,DF,Southampton,24,1994,13.0,13.0,1170.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.04,0.0,0.04,0.04,0.04,6.0,1.0,16.7,0.46,0.08,0.0,0.0,15.0,0.0,0.08,-0.5,-0.5,488.0,620.0,78.7,11762.0,3882.0,105.0,125.0,84.0,252.0,279.0,90.3,127.0,206.0,61.7,0.0,1.0,46.0,1.0,0.0,40.0,594.0,26.0,20.0,0.0,67.0,30.0,2.0,0.0,0.0,0.0,0.0,431.0,57.0,132.0,439.0,125.0,30.0,6.0,1.0,2.0,25.0,6.0,11.0,6.0,0.46,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,22.0,6.0,0.0,11.0,24.0,45.8,13.0,109.0,41.0,37.6,85.0,23.0,1.0,24.0,12.0,0.0,12.0,33.0,61.0,76.0,1.0,785.0,99.0,398.0,404.0,21.0,6.0,759.0,7.0,9.0,77.8,7.0,0.0,438.0,2267.0,1096.0,26.0,4.0,0.0,1.0,4.0,457.0,447.0,97.8,0.0,0.0,19.0,12.0,0.0,0.0,0.0,2.0,135.0,40.0,25.0,61.5,2018
Jonathan Hogg,eng ENG,MF,Huddersfield,29,1988,29.0,29.0,2367.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.04,0.04,0.0,0.04,0.3,0.3,0.7,0.01,0.03,0.04,0.01,0.04,8.0,1.0,12.5,0.3,0.04,0.0,0.0,19.9,0.0,0.03,-0.3,-0.3,1297.0,1537.0,84.4,24382.0,5817.0,521.0,584.0,89.2,582.0,664.0,87.7,175.0,247.0,70.9,0.3,15.0,112.0,17.0,2.0,109.0,1509.0,28.0,26.0,2.0,229.0,36.0,9.0,0.0,0.0,0.0,0.0,1134.0,172.0,231.0,180.0,1237.0,92.0,2.0,4.0,2.0,24.0,41.0,22.0,31.0,1.18,26.0,0.0,0.0,1.0,3.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,90.0,63.0,22.0,54.0,14.0,24.0,74.0,32.4,50.0,751.0,235.0,31.3,242.0,410.0,99.0,53.0,7.0,1.0,46.0,83.0,173.0,35.0,0.0,1833.0,48.0,393.0,1205.0,329.0,15.0,1809.0,12.0,17.0,70.6,13.0,0.0,1193.0,4865.0,1779.0,50.0,21.0,1.0,17.0,25.0,1173.0,1089.0,92.8,42.0,0.0,72.0,38.0,1.0,0.0,0.0,0.0,411.0,27.0,35.0,43.5,2018
Junior Hoilett,ca CAN,"MF,FW",Cardiff City,28,1990,32.0,23.0,2141.0,3.0,1.0,3.0,0.0,0.0,4.0,0.0,0.13,0.04,0.17,0.13,0.17,3.1,3.1,1.2,0.13,0.05,0.18,0.13,0.18,40.0,9.0,22.5,1.68,0.38,0.08,0.33,18.3,1.0,0.08,-0.1,-0.1,344.0,542.0,63.5,5655.0,2046.0,206.0,245.0,84.1,89.0,152.0,58.6,40.0,109.0,36.7,-0.2,22.0,12.0,12.0,1.0,32.0,502.0,40.0,12.0,2.0,109.0,25.0,39.0,25.0,16.0,2.0,2.0,305.0,86.0,151.0,74.0,410.0,34.0,3.0,5.0,5.0,23.0,15.0,31.0,45.0,1.89,25.0,8.0,3.0,3.0,5.0,1.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,47.0,24.0,27.0,13.0,7.0,14.0,49.0,28.6,35.0,413.0,102.0,24.7,171.0,153.0,89.0,35.0,0.0,0.0,35.0,35.0,82.0,19.0,0.0,864.0,30.0,200.0,297.0,432.0,64.0,829.0,15.0,59.0,25.4,18.0,1.0,587.0,3565.0,1936.0,104.0,21.0,16.0,38.0,52.0,745.0,487.0,65.4,81.0,0.0,42.0,46.0,8.0,1.0,0.0,0.0,182.0,20.0,58.0,25.6,2018
Rob Holding,eng ENG,DF,Arsenal,22,1995,10.0,9.0,807.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,2.0,0.0,0.0,0.22,0.0,0.0,0.0,22.4,0.0,0.06,-0.1,-0.1,538.0,610.0,88.2,11758.0,3996.0,150.0,161.0,93.2,283.0,312.0,90.7,100.0,129.0,77.5,-0.1,2.0,22.0,1.0,0.0,24.0,598.0,12.0,8.0,0.0,58.0,24.0,1.0,0.0,0.0,0.0,0.0,485.0,38.0,87.0,125.0,448.0,23.0,4.0,2.0,0.0,10.0,18.0,5.0,3.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,7.0,5.0,0.0,3.0,8.0,37.5,5.0,41.0,17.0,41.5,27.0,13.0,1.0,16.0,10.0,0.0,6.0,16.0,28.0,42.0,0.0,701.0,85.0,382.0,337.0,25.0,6.0,690.0,3.0,6.0,50.0,4.0,0.0,492.0,2219.0,1215.0,31.0,5.0,1.0,0.0,4.0,512.0,505.0,98.6,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,84.0,17.0,8.0,68.0,2018
José Holebas,gr GRE,DF,Watford,34,1984,28.0,27.0,2393.0,3.0,6.0,3.0,0.0,0.0,12.0,1.0,0.11,0.23,0.34,0.11,0.34,1.1,1.1,3.5,0.04,0.13,0.17,0.04,0.17,17.0,6.0,35.3,0.64,0.23,0.18,0.5,23.7,4.0,0.06,1.9,1.9,824.0,1325.0,62.2,16344.0,7626.0,352.0,407.0,86.5,306.0,444.0,68.9,145.0,416.0,34.9,2.5,36.0,46.0,16.0,10.0,73.0,856.0,469.0,75.0,1.0,170.0,89.0,89.0,110.0,49.0,44.0,1.0,464.0,273.0,588.0,817.0,101.0,79.0,284.0,3.0,6.0,35.0,34.0,44.0,48.0,1.81,19.0,28.0,1.0,0.0,0.0,0.0,7.0,0.26,3.0,3.0,1.0,0.0,0.0,0.0,66.0,43.0,44.0,18.0,4.0,24.0,50.0,48.0,26.0,352.0,118.0,33.5,178.0,135.0,39.0,55.0,7.0,0.0,48.0,38.0,104.0,95.0,0.0,1650.0,118.0,497.0,662.0,565.0,25.0,1182.0,23.0,49.0,46.9,25.0,2.0,691.0,3542.0,1859.0,89.0,31.0,8.0,23.0,36.0,669.0,619.0,92.5,25.0,0.0,37.0,15.0,2.0,0.0,0.0,0.0,271.0,60.0,36.0,62.5,2018
Mason Holgate,eng ENG,DF,Everton,21,1996,5.0,4.0,408.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,233.0,82.4,4773.0,1525.0,40.0,44.0,90.9,96.0,108.0,88.9,54.0,77.0,70.1,0.0,0.0,36.0,2.0,0.0,25.0,223.0,10.0,7.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,171.0,16.0,46.0,31.0,184.0,11.0,3.0,0.0,0.0,9.0,3.0,2.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,49.0,17.0,34.7,31.0,17.0,1.0,4.0,2.0,0.0,2.0,14.0,20.0,35.0,1.0,297.0,34.0,123.0,192.0,6.0,1.0,287.0,2.0,4.0,50.0,2.0,0.0,182.0,1324.0,788.0,35.0,3.0,0.0,2.0,1.0,189.0,185.0,97.9,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,41.0,11.0,16.0,40.7,2018
Callum Hudson-Odoi,eng ENG,FW,Chelsea,17,2000,10.0,4.0,393.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,0.7,0.7,1.0,0.16,0.22,0.37,0.16,0.37,6.0,3.0,50.0,1.37,0.69,0.0,0.0,13.1,0.0,0.11,-0.7,-0.7,191.0,235.0,81.3,3087.0,655.0,109.0,127.0,85.8,63.0,76.0,82.9,19.0,29.0,65.5,0.0,8.0,7.0,10.0,5.0,11.0,228.0,7.0,2.0,0.0,50.0,8.0,20.0,3.0,0.0,3.0,0.0,167.0,36.0,32.0,36.0,190.0,6.0,2.0,0.0,0.0,3.0,8.0,5.0,15.0,3.44,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,6.0,1.0,1.0,0.0,3.0,0.0,3.0,71.0,19.0,26.8,27.0,32.0,12.0,3.0,0.0,0.0,3.0,3.0,11.0,0.0,0.0,287.0,6.0,34.0,107.0,165.0,20.0,280.0,7.0,14.0,50.0,8.0,0.0,237.0,1290.0,761.0,47.0,6.0,8.0,12.0,7.0,293.0,237.0,80.9,33.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,23.0,1.0,3.0,25.0,2018
Will Hughes,eng ENG,"MF,FW",Watford,23,1995,32.0,31.0,2418.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.07,0.15,0.22,0.07,0.22,2.4,2.4,3.2,0.09,0.12,0.21,0.09,0.21,31.0,8.0,25.8,1.15,0.3,0.06,0.25,16.6,0.0,0.08,-0.4,-0.4,773.0,1011.0,76.5,11343.0,3759.0,467.0,553.0,84.4,219.0,289.0,75.8,51.0,95.0,53.7,0.8,25.0,64.0,29.0,4.0,91.0,996.0,15.0,3.0,5.0,244.0,6.0,17.0,3.0,0.0,0.0,0.0,713.0,163.0,135.0,748.0,201.0,34.0,3.0,7.0,9.0,14.0,46.0,40.0,57.0,2.12,39.0,1.0,1.0,3.0,10.0,3.0,8.0,0.3,5.0,0.0,0.0,0.0,2.0,1.0,74.0,44.0,27.0,34.0,13.0,28.0,71.0,39.4,43.0,698.0,178.0,25.5,174.0,345.0,179.0,72.0,6.0,0.0,66.0,35.0,109.0,19.0,0.0,1431.0,50.0,238.0,703.0,576.0,92.0,1418.0,23.0,44.0,52.3,25.0,0.0,950.0,4047.0,2256.0,131.0,43.0,11.0,43.0,59.0,1131.0,911.0,80.5,149.0,0.0,62.0,80.0,0.0,0.0,0.0,0.0,258.0,22.0,43.0,33.8,2018
Emerson Hyndman,us USA,MF,Bournemouth,22,1996,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,73.9,292.0,29.0,9.0,12.0,75.0,6.0,7.0,85.7,1.0,1.0,100.0,0.0,0.0,2.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,1.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,4.0,25.0,3.0,21.0,6.0,28.6,16.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,29.0,0.0,11.0,16.0,5.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,21.0,67.0,40.0,1.0,0.0,0.0,2.0,1.0,22.0,21.0,95.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2018
Pierre Højbjerg,dk DEN,MF,Southampton,22,1995,31.0,31.0,2760.0,4.0,3.0,4.0,0.0,0.0,8.0,2.0,0.13,0.1,0.23,0.13,0.23,2.5,2.5,2.3,0.08,0.08,0.16,0.08,0.16,52.0,19.0,36.5,1.7,0.62,0.08,0.21,23.4,2.0,0.05,1.5,1.5,1506.0,1825.0,82.5,29318.0,7236.0,637.0,715.0,89.1,610.0,714.0,85.4,236.0,334.0,70.7,0.7,24.0,204.0,20.0,5.0,149.0,1759.0,66.0,42.0,6.0,309.0,72.0,19.0,2.0,1.0,1.0,0.0,1306.0,211.0,308.0,312.0,1364.0,103.0,10.0,8.0,0.0,34.0,44.0,36.0,64.0,2.09,45.0,2.0,2.0,5.0,6.0,4.0,9.0,0.29,7.0,1.0,1.0,0.0,0.0,0.0,80.0,61.0,24.0,45.0,11.0,17.0,65.0,26.2,48.0,698.0,222.0,31.8,213.0,383.0,102.0,66.0,7.0,0.0,59.0,68.0,148.0,40.0,0.0,2231.0,62.0,382.0,1453.0,525.0,47.0,2172.0,26.0,40.0,65.0,27.0,2.0,1547.0,7694.0,3449.0,151.0,48.0,11.0,37.0,49.0,1591.0,1439.0,90.4,80.0,1.0,56.0,52.0,0.0,0.0,0.0,0.0,423.0,43.0,32.0,57.3,2018
Jordon Ibe,eng ENG,"MF,DF",Bournemouth,22,1995,19.0,9.0,797.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11,0.11,0.23,0.11,0.23,0.9,0.9,1.1,0.1,0.12,0.22,0.1,0.22,9.0,3.0,33.3,1.02,0.34,0.11,0.33,17.1,0.0,0.1,0.1,0.1,209.0,277.0,75.5,3654.0,1146.0,107.0,129.0,82.9,77.0,99.0,77.8,21.0,32.0,65.6,-0.1,9.0,14.0,16.0,3.0,29.0,259.0,18.0,2.0,2.0,75.0,9.0,21.0,6.0,0.0,2.0,1.0,214.0,33.0,30.0,33.0,229.0,6.0,9.0,0.0,1.0,6.0,12.0,17.0,14.0,1.58,8.0,4.0,2.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,4.0,163.0,34.0,20.9,35.0,71.0,57.0,5.0,0.0,0.0,5.0,3.0,6.0,6.0,0.0,385.0,12.0,54.0,167.0,218.0,33.0,367.0,24.0,41.0,58.5,24.0,1.0,324.0,2212.0,1486.0,70.0,28.0,10.0,20.0,26.0,373.0,281.0,75.3,43.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,59.0,1.0,10.0,9.1,2018
Vicente Iborra,es ESP,MF,Leicester City,30,1988,8.0,3.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.07,0.02,0.09,0.07,0.09,2.0,1.0,50.0,0.79,0.39,0.0,0.0,8.1,0.0,0.09,-0.2,-0.2,131.0,151.0,86.8,2954.0,680.0,48.0,57.0,84.2,51.0,54.0,94.4,29.0,33.0,87.9,0.0,1.0,19.0,1.0,0.0,10.0,147.0,4.0,2.0,0.0,23.0,11.0,1.0,1.0,0.0,0.0,0.0,100.0,27.0,24.0,30.0,112.0,3.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,0.79,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,1.0,7.0,14.3,6.0,49.0,13.0,26.5,14.0,28.0,7.0,3.0,0.0,0.0,3.0,6.0,10.0,5.0,0.0,170.0,4.0,46.0,109.0,33.0,4.0,167.0,2.0,2.0,100.0,2.0,0.0,108.0,446.0,194.0,4.0,1.0,0.0,0.0,3.0,133.0,120.0,90.2,4.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,26.0,9.0,2.0,81.8,2018
Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,21,1996,30.0,9.0,941.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.1,0.29,0.38,0.1,0.38,2.4,2.4,1.6,0.23,0.15,0.38,0.23,0.38,19.0,6.0,31.6,1.82,0.57,0.05,0.17,16.5,0.0,0.13,-1.4,-1.4,222.0,292.0,76.0,3386.0,706.0,130.0,160.0,81.3,71.0,91.0,78.0,13.0,23.0,56.5,1.4,13.0,11.0,9.0,2.0,18.0,284.0,8.0,1.0,1.0,80.0,4.0,7.0,0.0,0.0,0.0,0.0,197.0,53.0,42.0,220.0,33.0,19.0,4.0,3.0,1.0,3.0,8.0,9.0,25.0,2.39,20.0,0.0,2.0,0.0,3.0,0.0,7.0,0.67,6.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,4.0,2.0,1.0,2.0,7.0,28.6,5.0,155.0,37.0,23.9,17.0,79.0,59.0,8.0,0.0,0.0,8.0,2.0,9.0,2.0,0.0,391.0,1.0,44.0,177.0,197.0,38.0,384.0,11.0,17.0,64.7,12.0,1.0,279.0,1132.0,528.0,25.0,12.0,4.0,32.0,20.0,574.0,311.0,54.2,88.0,0.0,16.0,12.0,8.0,1.0,0.0,0.0,49.0,15.0,37.0,28.8,2018
Danny Ings,eng ENG,FW,Southampton,26,1992,24.0,23.0,1651.0,7.0,3.0,4.0,3.0,3.0,1.0,0.0,0.38,0.16,0.55,0.22,0.38,9.5,7.2,2.8,0.52,0.15,0.67,0.39,0.54,53.0,19.0,35.8,2.89,1.04,0.08,0.21,14.5,0.0,0.14,-2.5,-3.2,292.0,422.0,69.2,4637.0,1201.0,161.0,214.0,75.2,90.0,118.0,76.3,28.0,58.0,48.3,0.2,27.0,26.0,18.0,4.0,40.0,410.0,12.0,0.0,9.0,92.0,14.0,17.0,0.0,0.0,0.0,0.0,269.0,77.0,76.0,49.0,346.0,12.0,0.0,1.0,2.0,10.0,20.0,19.0,58.0,3.16,41.0,0.0,7.0,3.0,3.0,4.0,9.0,0.49,4.0,0.0,1.0,0.0,3.0,1.0,30.0,20.0,8.0,13.0,9.0,4.0,22.0,18.2,18.0,393.0,124.0,31.6,44.0,190.0,159.0,20.0,2.0,0.0,18.0,15.0,45.0,10.0,1.0,664.0,11.0,65.0,303.0,322.0,97.0,651.0,29.0,48.0,60.4,33.0,1.0,474.0,2016.0,878.0,56.0,10.0,10.0,48.0,31.0,881.0,470.0,53.3,143.0,0.0,20.0,25.0,6.0,3.0,0.0,0.0,89.0,25.0,55.0,31.3,2018
Alex Iwobi,ng NGA,"FW,MF",Arsenal,22,1996,35.0,22.0,1970.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.14,0.27,0.41,0.14,0.41,3.3,3.3,6.1,0.15,0.28,0.43,0.15,0.43,35.0,14.0,40.0,1.6,0.64,0.09,0.21,15.7,0.0,0.09,-0.3,-0.3,777.0,1024.0,75.9,12954.0,3695.0,394.0,467.0,84.4,305.0,382.0,79.8,63.0,115.0,54.8,-0.1,40.0,50.0,63.0,15.0,110.0,1005.0,19.0,0.0,6.0,195.0,19.0,65.0,1.0,0.0,0.0,0.0,811.0,126.0,87.0,133.0,861.0,10.0,17.0,1.0,5.0,21.0,55.0,51.0,88.0,4.02,80.0,1.0,4.0,2.0,0.0,1.0,13.0,0.59,13.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,11.0,12.0,1.0,8.0,31.0,25.8,23.0,339.0,112.0,33.0,111.0,149.0,79.0,26.0,1.0,0.0,25.0,16.0,40.0,8.0,0.0,1312.0,14.0,147.0,596.0,694.0,128.0,1293.0,49.0,94.0,52.1,57.0,8.0,1129.0,6822.0,4333.0,249.0,66.0,59.0,63.0,53.0,1330.0,1067.0,80.2,157.0,0.0,11.0,20.0,2.0,0.0,0.0,0.0,124.0,3.0,37.0,7.5,2018
José Izquierdo,co COL,"MF,FW",Brighton,26,1992,15.0,9.0,795.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11,0.7,0.7,0.5,0.08,0.05,0.14,0.08,0.14,15.0,3.0,20.0,1.7,0.34,0.0,0.0,20.2,0.0,0.05,-0.7,-0.7,155.0,208.0,74.5,2332.0,730.0,94.0,111.0,84.7,54.0,71.0,76.1,6.0,14.0,42.9,0.5,5.0,7.0,3.0,0.0,15.0,206.0,2.0,0.0,0.0,29.0,5.0,7.0,0.0,0.0,0.0,0.0,144.0,32.0,32.0,26.0,162.0,14.0,2.0,1.0,1.0,4.0,7.0,10.0,13.0,1.47,10.0,0.0,1.0,1.0,1.0,0.0,3.0,0.34,1.0,0.0,0.0,1.0,1.0,0.0,18.0,8.0,13.0,3.0,2.0,6.0,15.0,40.0,9.0,138.0,35.0,25.4,60.0,35.0,43.0,10.0,1.0,0.0,9.0,10.0,28.0,6.0,0.0,309.0,11.0,80.0,113.0,146.0,26.0,307.0,15.0,21.0,71.4,16.0,1.0,222.0,1350.0,724.0,38.0,11.0,8.0,16.0,18.0,309.0,200.0,64.7,42.0,0.0,6.0,8.0,4.0,1.0,0.0,0.0,55.0,4.0,17.0,19.0,2018
Phil Jagielka,eng ENG,"DF,MF",Everton,35,1982,7.0,4.0,331.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.27,0.0,0.27,0.27,0.27,0.4,0.4,0.2,0.1,0.05,0.15,0.1,0.15,1.0,1.0,100.0,0.27,0.27,1.0,1.0,4.0,0.0,0.38,0.6,0.6,135.0,175.0,77.1,3337.0,788.0,28.0,32.0,87.5,69.0,82.0,84.1,38.0,59.0,64.4,-0.2,1.0,8.0,0.0,0.0,6.0,168.0,7.0,6.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,99.0,20.0,56.0,26.0,121.0,17.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,3.0,0.0,1.0,2.0,50.0,1.0,41.0,13.0,31.7,29.0,11.0,1.0,6.0,1.0,0.0,5.0,1.0,9.0,26.0,1.0,220.0,26.0,122.0,105.0,7.0,6.0,213.0,0.0,0.0,0.0,0.0,0.0,112.0,528.0,258.0,2.0,0.0,0.0,2.0,0.0,127.0,123.0,96.9,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,45.0,10.0,12.0,45.5,2018
Alireza Jahanbakhsh,ir IRN,"MF,FW",Brighton,24,1993,19.0,12.0,1020.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.06,0.02,0.08,0.06,0.08,20.0,6.0,30.0,1.76,0.53,0.0,0.0,23.1,0.0,0.03,-0.7,-0.7,211.0,314.0,67.2,3708.0,1210.0,104.0,133.0,78.2,72.0,102.0,70.6,24.0,49.0,49.0,-0.2,4.0,19.0,5.0,1.0,27.0,297.0,17.0,7.0,3.0,57.0,16.0,16.0,6.0,3.0,1.0,1.0,201.0,53.0,60.0,34.0,253.0,11.0,4.0,2.0,4.0,9.0,6.0,20.0,19.0,1.68,10.0,3.0,1.0,1.0,2.0,2.0,2.0,0.18,0.0,1.0,0.0,1.0,0.0,0.0,37.0,24.0,24.0,9.0,4.0,10.0,31.0,32.3,21.0,210.0,53.0,25.2,100.0,82.0,28.0,12.0,0.0,0.0,12.0,12.0,49.0,7.0,0.0,485.0,16.0,122.0,198.0,201.0,20.0,468.0,18.0,44.0,40.9,23.0,2.0,344.0,1574.0,913.0,44.0,10.0,4.0,25.0,25.0,444.0,297.0,66.9,64.0,0.0,20.0,9.0,6.0,0.0,1.0,0.0,90.0,11.0,18.0,37.9,2018
