Player,Nation,Age,Min,SoTA,GA,Shot Stopping Saves,Shot Stopping Save%,Shot Stopping PSxG,Launched Cmp,Launched Att,Launched Cmp%,Passes Att,Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,home,date,squad_h,squad_a
Thibaut Courtois,be BEL,25-101,90.0,5,1,5,80.0,0.4,8,25,32.0,26,6,65.4,50.6,9,88.9,67.6,12,2,16.7,0,12.8,0.0,2017-08-20,Tottenham,Chelsea
Ederson,br BRA,24-004,90.0,2,1,1,50.0,0.8,7,10,70.0,27,5,25.9,33.5,6,50.0,46.0,3,2,66.7,1,16.0,1.0,2017-08-21,Manchester City,Everton
Jordan Pickford,eng ENG,23-167,90.0,6,1,5,83.3,0.8,8,42,19.0,34,2,82.4,58.9,17,82.4,66.4,6,0,0.0,1,15.4,0.0,2017-08-21,Manchester City,Everton
Asmir Begović,ba BIH,30-067,90.0,8,2,6,75.0,2.4,4,30,13.3,29,4,62.1,52.9,12,100.0,63.3,12,3,25.0,0,8.6,1.0,2017-08-26,Bournemouth,Manchester City
Ederson,br BRA,24-009,90.0,3,1,2,66.7,1.1,1,3,33.3,17,6,11.8,26.9,1,100.0,98.0,7,1,14.3,0,18.6,0.0,2017-08-26,Bournemouth,Manchester City
Wayne Hennessey,wls WAL,30-214,90.0,3,2,1,33.3,1.2,5,14,35.7,23,7,43.5,44.4,4,100.0,77.3,2,0,0.0,2,14.8,1.0,2017-08-26,Crystal Palace,Swansea City
Łukasz Fabiański,pl POL,32-130,90.0,3,0,3,100.0,0.5,12,27,44.4,20,3,55.0,51.2,18,88.9,66.9,15,1,6.7,1,13.5,0.0,2017-08-26,Crystal Palace,Swansea City
Heurelho Gomes,br BRA,36-192,90.0,2,0,2,100.0,0.1,7,22,31.8,14,1,71.4,53.0,12,100.0,71.4,16,3,18.8,0,18.0,1.0,2017-08-26,Watford,Brighton
Mathew Ryan,au AUS,25-140,90.0,0,0,0,,0.0,10,12,83.3,24,10,37.5,35.5,6,50.0,45.3,6,0,0.0,0,12.8,0.0,2017-08-26,Watford,Brighton
Jonas Lössl,dk DEN,28-206,90.0,2,0,2,100.0,0.7,10,24,41.7,29,6,62.1,48.3,10,60.0,50.5,3,0,0.0,0,14.3,1.0,2017-08-26,Huddersfield,Southampton
Fraser Forster,eng ENG,29-162,90.0,6,0,6,100.0,1.8,5,15,33.3,18,5,66.7,49.0,8,37.5,40.0,16,0,0.0,0,12.0,0.0,2017-08-26,Huddersfield,Southampton
Rob Elliot,ie IRL,31-118,90.0,3,0,3,100.0,0.6,13,24,54.2,24,4,79.2,52.6,6,83.3,59.7,9,3,33.3,0,10.5,1.0,2017-08-26,Newcastle Utd,West Ham
Joe Hart,eng ENG,30-129,90.0,8,3,5,62.5,3.1,13,34,38.2,34,6,67.6,47.6,11,100.0,68.7,13,3,23.1,0,11.3,0.0,2017-08-26,Newcastle Utd,West Ham
David de Gea,es ESP,26-292,90.0,4,0,4,100.0,0.8,7,16,43.8,18,3,55.6,41.6,6,100.0,67.3,5,2,40.0,2,17.8,1.0,2017-08-26,Manchester Utd,Leicester City
Kasper Schmeichel,dk DEN,30-294,90.0,6,2,4,66.7,2.6,10,31,32.3,25,3,80.0,57.2,11,100.0,70.8,20,0,0.0,3,19.9,0.0,2017-08-26,Manchester Utd,Leicester City
Ben Foster,eng ENG,34-146,90.0,2,1,1,50.0,1.1,2,15,13.3,12,2,50.0,46.1,11,81.8,66.7,11,3,27.3,2,31.5,1.0,2017-08-27,West Brom,Stoke City
Jack Butland,eng ENG,24-170,90.0,2,1,1,50.0,0.4,3,14,21.4,24,6,41.7,37.3,7,57.1,52.1,14,2,14.3,0,13.6,0.0,2017-08-27,West Brom,Stoke City
Thibaut Courtois,be BEL,25-108,90.0,0,0,0,,0.0,7,15,46.7,40,6,30.0,35.3,6,50.0,51.0,6,1,16.7,1,17.2,1.0,2017-08-27,Chelsea,Everton
Jordan Pickford,eng ENG,23-173,90.0,7,2,5,71.4,1.8,10,26,38.5,41,9,56.1,46.8,5,60.0,53.8,10,1,10.0,0,14.2,0.0,2017-08-27,Chelsea,Everton
Hugo Lloris,fr FRA,30-244,90.0,3,1,2,66.7,0.9,6,17,35.3,30,9,30.0,35.1,11,72.7,54.6,9,1,11.1,2,15.1,1.0,2017-08-27,Tottenham,Burnley
Tom Heaton,eng ENG,31-134,90.0,6,1,5,83.3,1.8,9,21,42.9,26,10,57.7,50.9,7,85.7,65.1,6,0,0.0,0,16.4,0.0,2017-08-27,Tottenham,Burnley
Loris Karius,de GER,24-066,90.0,0,0,0,,0.0,1,22,4.5,25,2,56.0,43.9,11,72.7,56.2,5,1,20.0,0,11.5,1.0,2017-08-27,Liverpool,Arsenal
Petr Čech,cz CZE,35-099,90.0,9,4,5,55.6,3.8,6,14,42.9,21,9,33.3,34.0,8,87.5,58.1,10,1,10.0,0,14.6,0.0,2017-08-27,Liverpool,Arsenal
Ederson,br BRA,24-023,45.0,3,0,3,100.0,0.5,3,6,50.0,14,4,35.7,40.6,3,33.3,50.3,0,0,,1,17.3,1.0,2017-09-09,Manchester City,Liverpool
Claudio Bravo,cl CHI,34-149,45.0,0,0,0,,0.0,2,2,100.0,16,1,12.5,27.4,0,,,0,0,,0,13.5,1.0,2017-09-09,Manchester City,Liverpool
Simon Mignolet,be BEL,29-187,90.0,10,5,5,50.0,3.2,7,16,43.8,37,6,37.8,34.5,4,50.0,43.8,14,2,14.3,1,14.2,0.0,2017-09-09,Manchester City,Liverpool
Fraser Forster,eng ENG,29-176,90.0,3,2,1,33.3,0.4,6,20,30.0,21,3,52.4,46.9,11,81.8,60.8,6,0,0.0,0,12.0,1.0,2017-09-09,Southampton,Watford
Heurelho Gomes,br BRA,36-206,90.0,1,0,1,100.0,0.0,12,28,42.9,32,9,75.0,54.6,5,80.0,59.6,10,1,10.0,1,16.2,0.0,2017-09-09,Southampton,Watford
Mathew Ryan,au AUS,25-154,90.0,3,1,2,66.7,0.9,8,19,42.1,23,9,39.1,37.8,13,76.9,60.4,17,2,11.8,0,10.5,1.0,2017-09-09,Brighton,West Brom
Ben Foster,eng ENG,34-159,90.0,6,3,3,50.0,1.3,1,17,5.9,28,3,46.4,42.9,6,66.7,57.3,10,1,10.0,1,16.5,0.0,2017-09-09,Brighton,West Brom
Kasper Schmeichel,dk DEN,30-308,90.0,6,2,4,66.7,1.5,15,25,60.0,27,5,66.7,46.5,8,87.5,64.9,7,0,0.0,2,19.4,1.0,2017-09-09,Leicester City,Chelsea
Thibaut Courtois,be BEL,25-121,90.0,1,1,1,100.0,1.0,3,13,23.1,25,8,44.0,41.6,7,28.6,36.1,14,1,7.1,0,12.7,0.0,2017-09-09,Leicester City,Chelsea
Jordan Pickford,eng ENG,23-186,90.0,6,3,3,50.0,2.5,9,34,26.5,35,6,74.3,52.1,10,80.0,67.3,12,1,8.3,0,13.9,1.0,2017-09-09,Everton,Tottenham
Hugo Lloris,fr FRA,30-257,90.0,0,0,0,,0.0,5,17,29.4,28,7,42.9,41.2,7,71.4,60.0,11,0,0.0,0,12.4,0.0,2017-09-09,Everton,Tottenham
Petr Čech,cz CZE,35-112,90.0,2,0,2,100.0,0.4,6,23,26.1,30,2,60.0,47.1,5,100.0,66.0,14,0,0.0,1,19.8,1.0,2017-09-09,Arsenal,Bournemouth
Asmir Begović,ba BIH,30-081,90.0,9,3,6,66.7,3.5,4,21,19.0,32,5,53.1,41.3,5,80.0,52.4,6,0,0.0,0,12.3,0.0,2017-09-09,Arsenal,Bournemouth
Jack Butland,eng ENG,24-183,90.0,9,2,7,77.8,2.1,10,28,35.7,28,3,75.0,51.4,7,100.0,76.1,12,1,8.3,0,13.1,1.0,2017-09-09,Stoke City,Manchester Utd
David de Gea,es ESP,26-306,90.0,5,2,3,60.0,2.4,4,8,50.0,20,5,35.0,33.7,7,14.3,30.6,7,0,0.0,0,16.0,0.0,2017-09-09,Stoke City,Manchester Utd
Tom Heaton,eng ENG,31-148,36.0,0,0,0,,0.0,6,10,60.0,7,1,85.7,58.7,5,80.0,73.4,2,0,0.0,0,12.5,1.0,2017-09-10,Burnley,Crystal Palace
Nick Pope,eng ENG,25-144,54.0,3,0,3,100.0,0.5,7,16,43.8,13,0,92.3,62.9,5,80.0,62.4,15,1,6.7,0,11.5,1.0,2017-09-10,Burnley,Crystal Palace
Wayne Hennessey,wls WAL,30-229,90.0,2,1,1,50.0,0.3,5,27,18.5,28,2,71.4,51.4,8,87.5,71.9,8,0,0.0,1,17.0,0.0,2017-09-10,Burnley,Crystal Palace
Łukasz Fabiański,pl POL,32-145,90.0,8,1,7,87.5,1.6,4,11,36.4,29,7,24.1,34.7,5,80.0,65.0,7,0,0.0,1,18.1,1.0,2017-09-10,Swansea City,Newcastle Utd
Rob Elliot,ie IRL,31-133,90.0,3,0,3,100.0,0.3,9,22,40.9,15,2,73.3,51.3,11,100.0,71.1,16,1,6.3,1,15.6,0.0,2017-09-10,Swansea City,Newcastle Utd
Joe Hart,eng ENG,30-145,90.0,2,0,2,100.0,0.2,8,17,47.1,20,3,65.0,53.2,4,100.0,80.3,9,0,0.0,0,14.0,1.0,2017-09-11,West Ham,Huddersfield
Jonas Lössl,dk DEN,28-222,90.0,4,2,2,50.0,1.3,4,22,18.2,32,4,46.9,43.6,11,63.6,51.5,14,1,7.1,1,16.4,0.0,2017-09-11,West Ham,Huddersfield
Asmir Begović,ba BIH,30-087,90.0,1,1,0,0.0,0.8,3,11,27.3,19,6,36.8,36.3,7,57.1,55.1,7,1,14.3,0,12.2,1.0,2017-09-15,Bournemouth,Brighton
Mathew Ryan,au AUS,25-160,90.0,3,2,1,33.3,1.8,12,28,42.9,19,0,78.9,53.0,13,100.0,64.2,14,0,0.0,0,3.0,0.0,2017-09-15,Bournemouth,Brighton
Wayne Hennessey,wls WAL,30-235,90.0,5,1,4,80.0,1.4,19,27,70.4,23,5,78.3,58.7,9,100.0,78.0,9,0,0.0,2,18.0,1.0,2017-09-16,Crystal Palace,Southampton
Fraser Forster,eng ENG,29-183,90.0,3,0,3,100.0,1.2,6,23,26.1,18,4,72.2,56.8,11,90.9,70.5,11,0,0.0,0,8.8,0.0,2017-09-16,Crystal Palace,Southampton
Simon Mignolet,be BEL,29-194,90.0,3,1,2,66.7,1.0,1,5,20.0,29,8,10.3,26.8,4,50.0,43.5,3,0,0.0,1,16.5,1.0,2017-09-16,Liverpool,Burnley
Nick Pope,eng ENG,25-150,90.0,9,1,8,88.9,1.1,19,37,51.4,26,4,76.9,60.2,17,100.0,80.5,14,1,7.1,1,16.9,0.0,2017-09-16,Liverpool,Burnley
Heurelho Gomes,br BRA,36-213,90.0,9,6,4,44.4,4.5,9,21,42.9,12,4,58.3,40.4,14,100.0,69.9,10,1,10.0,0,15.7,1.0,2017-09-16,Watford,Manchester City
Ederson,br BRA,24-030,90.0,1,0,1,100.0,0.6,4,7,57.1,28,5,10.7,23.1,5,80.0,57.0,7,1,14.3,0,12.6,0.0,2017-09-16,Watford,Manchester City
Ben Foster,eng ENG,34-166,90.0,1,0,1,100.0,0.0,6,25,24.0,18,0,66.7,49.9,13,100.0,74.0,15,1,6.7,1,14.8,1.0,2017-09-16,West Brom,West Ham
Joe Hart,eng ENG,30-150,90.0,1,0,1,100.0,0.5,14,26,53.8,29,4,75.9,54.1,7,57.1,56.4,6,0,0.0,1,22.3,0.0,2017-09-16,West Brom,West Ham
Jonas Lössl,dk DEN,28-227,90.0,0,1,0,,0.7,10,21,47.6,31,3,51.6,44.6,7,71.4,57.7,4,0,0.0,1,14.6,1.0,2017-09-16,Huddersfield,Leicester City
Kasper Schmeichel,dk DEN,30-315,90.0,3,1,2,66.7,1.1,9,27,33.3,31,2,74.2,56.9,4,100.0,82.3,27,3,11.1,3,15.2,0.0,2017-09-16,Huddersfield,Leicester City
Rob Elliot,ie IRL,31-139,90.0,4,1,3,75.0,1.3,13,22,59.1,17,2,70.6,52.9,13,76.9,56.2,8,1,12.5,1,12.0,1.0,2017-09-16,Newcastle Utd,Stoke City
Jack Butland,eng ENG,24-190,90.0,3,2,1,33.3,1.4,7,24,29.2,32,6,59.4,47.5,8,62.5,51.4,9,0,0.0,1,13.3,0.0,2017-09-16,Newcastle Utd,Stoke City
Hugo Lloris,fr FRA,30-264,90.0,0,0,0,,0.0,4,7,57.1,24,7,25.0,30.7,4,25.0,26.5,5,1,20.0,1,18.8,1.0,2017-09-16,Tottenham,Swansea City
Łukasz Fabiański,pl POL,32-151,90.0,7,0,7,100.0,1.1,14,38,36.8,23,4,73.9,58.9,21,100.0,71.2,16,1,6.3,0,6.6,0.0,2017-09-16,Tottenham,Swansea City
Thibaut Courtois,be BEL,25-129,90.0,2,0,2,100.0,0.1,5,18,27.8,33,0,36.4,39.8,9,66.7,58.1,6,0,0.0,0,5.0,1.0,2017-09-17,Chelsea,Arsenal
Petr Čech,cz CZE,35-120,90.0,4,0,4,100.0,0.4,4,17,23.5,28,8,53.6,46.3,9,22.2,36.9,8,2,25.0,0,14.0,0.0,2017-09-17,Chelsea,Arsenal
David de Gea,es ESP,26-314,90.0,3,0,3,100.0,1.1,7,13,53.8,13,1,61.5,47.7,6,83.3,53.7,6,0,0.0,1,19.3,1.0,2017-09-17,Manchester Utd,Everton
Jordan Pickford,eng ENG,23-194,90.0,6,4,3,50.0,3.9,14,23,60.9,25,4,56.0,47.7,9,100.0,70.9,11,0,0.0,0,13.2,0.0,2017-09-17,Manchester Utd,Everton
Joe Hart,eng ENG,30-157,90.0,5,3,1,40.0,2.0,12,33,36.4,32,2,87.5,59.6,6,83.3,62.2,8,0,0.0,1,14.0,1.0,2017-09-23,West Ham,Tottenham
Hugo Lloris,fr FRA,30-271,90.0,4,2,2,50.0,1.2,4,15,26.7,18,2,44.4,40.8,8,87.5,64.4,17,1,5.9,4,20.8,0.0,2017-09-23,West Ham,Tottenham
Fraser Forster,eng ENG,29-190,90.0,4,1,3,75.0,1.1,7,15,46.7,25,6,44.0,42.3,4,100.0,69.5,3,1,33.3,1,14.8,1.0,2017-09-23,Southampton,Manchester Utd
David de Gea,es ESP,26-320,90.0,3,0,3,100.0,0.0,12,27,44.4,23,1,78.3,55.8,9,100.0,70.4,16,1,6.3,0,12.9,0.0,2017-09-23,Southampton,Manchester Utd
Nick Pope,eng ENG,25-157,90.0,2,0,2,100.0,0.1,11,25,44.0,30,6,60.0,51.1,7,100.0,78.4,10,1,10.0,2,19.6,1.0,2017-09-23,Burnley,Huddersfield
Jonas Lössl,dk DEN,28-234,90.0,2,0,2,100.0,0.0,10,30,33.3,39,3,66.7,48.8,6,66.7,57.7,7,1,14.3,0,13.8,0.0,2017-09-23,Burnley,Huddersfield
Jordan Pickford,eng ENG,23-200,90.0,4,1,3,75.0,1.7,6,21,28.6,27,2,66.7,55.4,5,60.0,50.8,11,1,9.1,0,13.6,1.0,2017-09-23,Everton,Bournemouth
Asmir Begović,ba BIH,30-095,90.0,2,2,0,0.0,1.4,6,20,30.0,27,7,44.4,40.7,8,100.0,60.3,16,2,12.5,0,11.0,0.0,2017-09-23,Everton,Bournemouth
Łukasz Fabiański,pl POL,32-158,90.0,4,2,2,50.0,2.2,6,15,40.0,17,3,64.7,48.6,4,100.0,66.8,6,0,0.0,0,14.7,1.0,2017-09-23,Swansea City,Watford
