player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Conor Gallagher,54.0,Crystal Palace,Wayward,14,Right Foot,0,Wilfried Zaha,Pass (Live),Odsonne Édouard,Pass (Live),2021-10-03,Crystal Palace,Leicester City
Michael Olise,54.0,Crystal Palace,Off Target,8,Right Foot,0,Conor Gallagher,Shot,0,0,2021-10-03,Crystal Palace,Leicester City
Michael Olise,61.0,Crystal Palace,Blocked,14,Left Foot,Half volley,Tyrick Mitchell,Pass (Live),Joachim Andersen,Pass (Live),2021-10-03,Crystal Palace,Leicester City
Michael Olise,61.0,Crystal Palace,Goal,14,Left Foot,Volley,Michael Olise,Shot,0,0,2021-10-03,Crystal Palace,Leicester City
Jamie Vardy,63.0,Leicester City,Blocked,13,Right Foot,Half volley,Jannik Vestergaard,Pass (Live),0,0,2021-10-03,Crystal Palace,Leicester City
Jeffrey Schlupp,71.0,Crystal Palace,Blocked,10,Head,0,James McArthur,Pass (Live),James McArthur,Dribble,2021-10-03,Crystal Palace,Leicester City
Jeffrey Schlupp,72.0,Crystal Palace,Goal,10,Head,0,0,0,0,0,2021-10-03,Crystal Palace,Leicester City
James Maddison,74.0,Leicester City,Saved,16,Left Foot,0,0,0,0,0,2021-10-03,Crystal Palace,Leicester City
Jeffrey Schlupp,87.0,Crystal Palace,Off Target,6,Head,0,Michael Olise,Pass (Dead),0,0,2021-10-03,Crystal Palace,Leicester City
Joel Ward,90.0,Crystal Palace,Blocked,15,Right Foot,Half volley,Michael Olise,Pass (Live),Wilfried Zaha,Pass (Live),2021-10-03,Crystal Palace,Leicester City
Jeffrey Schlupp,90.5,Crystal Palace,Off Target,13,Head,0,Luka Milivojević,Pass (Dead),Michael Olise,Fouled,2021-10-03,Crystal Palace,Leicester City
Son Heung-min,18.0,Tottenham,Blocked,14,Left Foot,0,Lucas Moura,Pass (Live),Pierre Højbjerg,Pass (Live),2021-10-03,Tottenham,Aston Villa
Harry Kane,22.0,Tottenham,Off Target,24,Right Foot,0,Lucas Moura,Pass (Live),Emerson,Pass (Live),2021-10-03,Tottenham,Aston Villa
Harry Kane,23.0,Tottenham,Saved,58,Right Foot,"Free kick, Lob",Tanguy Ndombele,Fouled,Oliver Skipp,Pass (Live),2021-10-03,Tottenham,Aston Villa
Son Heung-min,24.0,Tottenham,Off Target,24,Left Foot,0,Lucas Moura,Pass (Live),Son Heung-min,Pass (Live),2021-10-03,Tottenham,Aston Villa
Pierre Højbjerg,27.0,Tottenham,Goal,19,Right Foot,0,Son Heung-min,Pass (Live),Pierre Højbjerg,Pass (Live),2021-10-03,Tottenham,Aston Villa
John McGinn,29.0,Aston Villa,Blocked,23,Left Foot,0,Douglas Luiz,Pass (Live),Matty Cash,Pass (Dead),2021-10-03,Tottenham,Aston Villa
Harry Kane,32.0,Tottenham,Saved,30,Right Foot,Free kick,Harry Kane,Fouled,Son Heung-min,Pass (Live),2021-10-03,Tottenham,Aston Villa
Ollie Watkins,43.0,Aston Villa,Blocked,17,Right Foot,0,0,0,0,0,2021-10-03,Tottenham,Aston Villa
John McGinn,43.0,Aston Villa,Off Target,27,Left Foot,Half volley,0,0,0,0,2021-10-03,Tottenham,Aston Villa
Danny Ings,44.0,Aston Villa,Blocked,21,Right Foot,Half volley,0,0,0,0,2021-10-03,Tottenham,Aston Villa
Matty Cash,47.0,Aston Villa,Blocked,18,Right Foot,0,John McGinn,Pass (Live),John McGinn,Dribble,2021-10-03,Tottenham,Aston Villa
Matt Targett,47.0,Aston Villa,Blocked,11,Left Foot,0,0,0,0,0,2021-10-03,Tottenham,Aston Villa
John McGinn,48.0,Aston Villa,Saved,24,Left Foot,Volley,0,0,0,0,2021-10-03,Tottenham,Aston Villa
Lucas Moura,49.0,Tottenham,Blocked,32,Right Foot,0,Tanguy Ndombele,Pass (Live),Oliver Skipp,Pass (Live),2021-10-03,Tottenham,Aston Villa
Emerson,52.0,Tottenham,Blocked,18,Right Foot,0,Tanguy Ndombele,Pass (Live),Sergio Reguilón,Pass (Dead),2021-10-03,Tottenham,Aston Villa
Son Heung-min,53.0,Tottenham,Off Target,15,Right Foot,Volley,Emerson,Pass (Live),Emerson,Dribble,2021-10-03,Tottenham,Aston Villa
Son Heung-min,56.0,Tottenham,Off Target,26,Right Foot,0,Son Heung-min,Pass (Live),Lucas Moura,Pass (Live),2021-10-03,Tottenham,Aston Villa
Matty Cash,59.0,Aston Villa,Off Target,28,Right Foot,0,Douglas Luiz,Pass (Live),Matt Targett,Pass (Dead),2021-10-03,Tottenham,Aston Villa
Son Heung-min,60.0,Tottenham,Saved,7,Left Foot,0,Eric Dier,Pass (Live),Pierre Højbjerg,Pass (Live),2021-10-03,Tottenham,Aston Villa
Tanguy Ndombele,61.0,Tottenham,Saved,16,Left Foot,0,Eric Dier,Pass (Live),Eric Dier,Interception,2021-10-03,Tottenham,Aston Villa
Jacob Ramsey,64.0,Aston Villa,Blocked,19,Right Foot,0,Douglas Luiz,Pass (Live),0,0,2021-10-03,Tottenham,Aston Villa
Jacob Ramsey,65.0,Aston Villa,Blocked,15,Left Foot,Half volley,Ezri Konsa,Pass (Live),Tyrone Mings,Pass (Live),2021-10-03,Tottenham,Aston Villa
Ollie Watkins,67.0,Aston Villa,Goal,5,Right Foot,0,Matt Targett,Pass (Live),Danny Ings,Pass (Live),2021-10-03,Tottenham,Aston Villa
Ezri Konsa,73.0,Aston Villa,Off Target,3,Right Foot,Volley,Matty Cash,Dribble,Emi Buendía,Pass (Live),2021-10-03,Tottenham,Aston Villa
Danny Ings,78.0,Aston Villa,Saved,14,Left Foot,0,Matt Targett,Pass (Live),John McGinn,Pass (Live),2021-10-03,Tottenham,Aston Villa
Harry Kane,79.0,Tottenham,Off Target,20,Right Foot,0,Giovani Lo Celso,Pass (Live),Giovani Lo Celso,Fouled,2021-10-03,Tottenham,Aston Villa
Ollie Watkins,81.0,Aston Villa,Off Target,12,Head,0,0,0,0,0,2021-10-03,Tottenham,Aston Villa
Giovani Lo Celso,82.0,Tottenham,Off Target,19,Left Foot,0,Son Heung-min,Pass (Live),Emerson,Pass (Live),2021-10-03,Tottenham,Aston Villa
Giovani Lo Celso,87.0,Tottenham,Blocked,13,Left Foot,0,Harry Kane,Pass (Live),Son Heung-min,Pass (Live),2021-10-03,Tottenham,Aston Villa
Harry Kane,87.0,Tottenham,Saved,9,Left Foot,0,Hugo Lloris,Pass (Live),Cristian Romero,Pass (Live),2021-10-03,Tottenham,Aston Villa
Harry Kane,87.0,Tottenham,Saved,15,Right Foot,Lob,Harry Kane,Shot,0,0,2021-10-03,Tottenham,Aston Villa
Mohamed Salah,8.0,Liverpool,Blocked,19,Left Foot,Half volley,James Milner,Pass (Dead),0,0,2021-10-03,Liverpool,Manchester City
Jack Grealish,15.0,Manchester City,Blocked,19,Right Foot,0,João Cancelo,Pass (Live),Bernardo Silva,Pass (Live),2021-10-03,Liverpool,Manchester City
Phil Foden,21.0,Manchester City,Saved,8,Left Foot,0,Bernardo Silva,Pass (Live),Bernardo Silva,Dribble,2021-10-03,Liverpool,Manchester City
Kevin De Bruyne,24.0,Manchester City,Wayward,12,Left Foot,0,João Cancelo,Pass (Live),Rodri,Pass (Live),2021-10-03,Liverpool,Manchester City
Kevin De Bruyne,34.0,Manchester City,Off Target,9,Head,Diving header,Phil Foden,Pass (Live),Bernardo Silva,Pass (Live),2021-10-03,Liverpool,Manchester City
Kevin De Bruyne,38.0,Manchester City,Blocked,18,Right Foot,0,Gabriel Jesus,Pass (Live),Phil Foden,Pass (Live),2021-10-03,Liverpool,Manchester City
Kevin De Bruyne,40.0,Manchester City,Blocked,17,Left Foot,0,Gabriel Jesus,Pass (Live),Kevin De Bruyne,Pass (Live),2021-10-03,Liverpool,Manchester City
Rodri,40.0,Manchester City,Wayward,26,Right Foot,0,Kevin De Bruyne,Shot,0,0,2021-10-03,Liverpool,Manchester City
Diogo Jota,50.0,Liverpool,Saved,18,Left Foot,0,Joël Matip,Pass (Live),Fabinho,Pass (Live),2021-10-03,Liverpool,Manchester City
Sadio Mané,59.0,Liverpool,Goal,13,Right Foot,0,Mohamed Salah,Pass (Live),Mohamed Salah,Dribble,2021-10-03,Liverpool,Manchester City
Mohamed Salah,63.0,Liverpool,Blocked,28,Left Foot,Free kick,Andrew Robertson,Fouled,Andrew Robertson,Tackle,2021-10-03,Liverpool,Manchester City
Gabriel Jesus,67.0,Manchester City,Blocked,15,Right Foot,0,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live),2021-10-03,Liverpool,Manchester City
Phil Foden,69.0,Manchester City,Goal,11,Left Foot,0,Gabriel Jesus,Pass (Live),Gabriel Jesus,Dribble,2021-10-03,Liverpool,Manchester City
Mohamed Salah,76.0,Liverpool,Goal,8,Right Foot,0,Mohamed Salah,Dribble,Mohamed Salah,Dribble,2021-10-03,Liverpool,Manchester City
Kevin De Bruyne,81.0,Manchester City,Goal,19,Left Foot,Deflected,0,0,0,0,2021-10-03,Liverpool,Manchester City
Kyle Walker,84.0,Manchester City,Off Target,33,Right Foot,Free kick,Bernardo Silva,Fouled,Gabriel Jesus,Pass (Live),2021-10-03,Liverpool,Manchester City
Fabinho,87.0,Liverpool,Blocked,6,Right Foot,0,Mohamed Salah,Pass (Live),Jordan Henderson,Pass (Dead),2021-10-03,Liverpool,Manchester City
Gabriel Jesus,90.1,Manchester City,Blocked,14,Right Foot,Half volley,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live),2021-10-03,Liverpool,Manchester City
Mohamed Salah,3.0,Liverpool,Blocked,16,Left Foot,0,Virgil van Dijk,Pass (Live),Andrew Robertson,Pass (Live),2021-10-16,Watford,Liverpool
Sadio Mané,8.0,Liverpool,Goal,19,Right Foot,0,Mohamed Salah,Pass (Live),Joël Matip,Pass (Live),2021-10-16,Watford,Liverpool
Mohamed Salah,12.0,Liverpool,Saved,19,Left Foot,0,Andrew Robertson,Pass (Live),Joël Matip,Pass (Live),2021-10-16,Watford,Liverpool
Mohamed Salah,15.0,Liverpool,Blocked,10,Left Foot,Half volley,James Milner,Pass (Live),Roberto Firmino,Pass (Live),2021-10-16,Watford,Liverpool
Roberto Firmino,37.0,Liverpool,Goal,4,Right Foot,"Open goal, Volley",James Milner,Pass (Live),Sadio Mané,Pass (Live),2021-10-16,Watford,Liverpool
Naby Keïta,42.0,Liverpool,Blocked,23,Right Foot,0,James Milner,Pass (Live),0,0,2021-10-16,Watford,Liverpool
Joël Matip,45.0,Liverpool,Wayward,12,Head,0,Trent Alexander-Arnold,Pass (Dead),0,0,2021-10-16,Watford,Liverpool
Trent Alexander-Arnold,46.0,Liverpool,Off Target,25,Right Foot,0,Roberto Firmino,Pass (Live),0,0,2021-10-16,Watford,Liverpool
Mohamed Salah,49.0,Liverpool,Saved,18,Left Foot,0,Trent Alexander-Arnold,Pass (Live),Joël Matip,Pass (Live),2021-10-16,Watford,Liverpool
Roberto Firmino,52.0,Liverpool,Goal,6,Left Foot,0,0,0,0,0,2021-10-16,Watford,Liverpool
Mohamed Salah,54.0,Liverpool,Goal,11,Left Foot,0,Mohamed Salah,Dribble,Mohamed Salah,Dribble,2021-10-16,Watford,Liverpool
Juraj Kucka,56.0,Watford,Saved,32,Right Foot,0,Cucho,Pass (Live),Danny Rose,Pass (Live),2021-10-16,Watford,Liverpool
Sadio Mané,61.0,Liverpool,Off Target,18,Left Foot,Half volley,0,0,0,0,2021-10-16,Watford,Liverpool
Trent Alexander-Arnold,63.0,Liverpool,Blocked,25,Right Foot,0,James Milner,Pass (Live),Joël Matip,Pass (Live),2021-10-16,Watford,Liverpool
James Milner,68.0,Liverpool,Wayward,18,Left Foot,0,0,0,0,0,2021-10-16,Watford,Liverpool
Naby Keïta,69.0,Liverpool,Off Target,19,Right Foot,0,Mohamed Salah,Pass (Live),James Milner,Pass (Live),2021-10-16,Watford,Liverpool
Sadio Mané,71.0,Liverpool,Off Target,12,Left Foot,0,Roberto Firmino,Pass (Live),0,0,2021-10-16,Watford,Liverpool
Cucho,73.0,Watford,Off Target,15,Right Foot,0,Juraj Kucka,Pass (Live),Juraj Kucka,Dribble,2021-10-16,Watford,Liverpool
Naby Keïta,75.0,Liverpool,Blocked,22,Left Foot,0,Roberto Firmino,Pass (Live),Sadio Mané,Pass (Live),2021-10-16,Watford,Liverpool
Ismaila Sarr,79.0,Watford,Off Target,18,Right Foot,Half volley,0,0,0,0,2021-10-16,Watford,Liverpool
Sadio Mané,81.0,Liverpool,Saved,10,Head,0,James Milner,Pass (Live),Mohamed Salah,Pass (Live),2021-10-16,Watford,Liverpool
Ismaila Sarr,84.0,Watford,Woodwork,15,Right Foot,0,João Pedro,Pass (Live),0,0,2021-10-16,Watford,Liverpool
Cucho,86.0,Watford,Blocked,18,Right Foot,0,Moussa Sissoko,Pass (Live),Tom Cleverley,Pass (Live),2021-10-16,Watford,Liverpool
Ismaila Sarr,88.0,Watford,Wayward,8,Head,0,Jeremy Ngakia,Pass (Live),Ismaila Sarr,Pass (Live),2021-10-16,Watford,Liverpool
Roberto Firmino,90.1,Liverpool,Goal,6,Right Foot,"Open goal, Half volley",Neco Williams,Pass (Live),Neco Williams,Dribble,2021-10-16,Watford,Liverpool
Leandro Trossard,4.0,Brighton,Blocked,11,Left Foot,Half volley,Marc Cucurella,Pass (Live),Adam Lallana,Pass (Live),2021-10-16,Norwich City,Brighton
Shane Duffy,9.0,Brighton,Off Target,10,Head,0,Pascal Groß,Pass (Dead),0,0,2021-10-16,Norwich City,Brighton
Josh Sargent,14.0,Norwich City,Blocked,23,Right Foot,0,Ben Gibson,Pass (Live),Kenny McLean,Pass (Live),2021-10-16,Norwich City,Brighton
Mathias Normann,14.0,Norwich City,Blocked,20,Left Foot,0,Mathias Normann,Fouled,Mathias Normann,Dribble,2021-10-16,Norwich City,Brighton
Adam Lallana,21.0,Brighton,Saved,19,Left Foot,Half volley,0,0,0,0,2021-10-16,Norwich City,Brighton
Ozan Kabak,29.0,Norwich City,Blocked,21,Right Foot,0,Josh Sargent,Pass (Live),Mathias Normann,Pass (Live),2021-10-16,Norwich City,Brighton
Grant Hanley,29.0,Norwich City,Saved,11,Head,0,Dimitris Giannoulis,Pass (Live),Ozan Kabak,Shot,2021-10-16,Norwich City,Brighton
Jakub Moder,34.0,Brighton,Blocked,16,Left Foot,0,Neal Maupay,Pass (Live),Pascal Groß,Pass (Live),2021-10-16,Norwich City,Brighton
Leandro Trossard,35.0,Brighton,Saved to Post,17,Left Foot,Volley,Neal Maupay,Pass (Live),Pascal Groß,Pass (Live),2021-10-16,Norwich City,Brighton
Mathias Normann,43.0,Norwich City,Off Target,25,Right Foot,Free kick,Josh Sargent,Fouled,Dimitris Giannoulis,Pass (Live),2021-10-16,Norwich City,Brighton
Pierre Lees-Melou,44.0,Norwich City,Off Target,30,Right Foot,0,Josh Sargent,Pass (Live),Teemu Pukki,Pass (Live),2021-10-16,Norwich City,Brighton
Josh Sargent,44.0,Norwich City,Blocked,26,Right Foot,0,Teemu Pukki,Pass (Live),Pierre Lees-Melou,Pass (Live),2021-10-16,Norwich City,Brighton
Pascal Groß,47.0,Brighton,Blocked,17,Right Foot,Volley,Marc Cucurella,Pass (Live),Dan Burn,Pass (Live),2021-10-16,Norwich City,Brighton
Leandro Trossard,53.0,Brighton,Off Target,19,Right Foot,0,0,0,0,0,2021-10-16,Norwich City,Brighton
Jakub Moder,58.0,Brighton,Off Target,22,Right Foot,Volley,0,0,0,0,2021-10-16,Norwich City,Brighton
Mathias Normann,61.0,Norwich City,Blocked,30,Right Foot,0,Josh Sargent,Pass (Live),Kenny McLean,Pass (Live),2021-10-16,Norwich City,Brighton
Pierre Lees-Melou,61.0,Norwich City,Blocked,19,Right Foot,Volley,Mathias Normann,Shot,0,0,2021-10-16,Norwich City,Brighton
Teemu Pukki,64.0,Norwich City,Off Target,7,Right Foot,Lob,Max Aarons,Pass (Live),Pierre Lees-Melou,Pass (Live),2021-10-16,Norwich City,Brighton
Lewis Dunk,67.0,Brighton,Saved,10,Head,0,Pascal Groß,Pass (Dead),Neal Maupay,Fouled,2021-10-16,Norwich City,Brighton
Josh Sargent,68.0,Norwich City,Blocked,20,Right Foot,0,Pierre Lees-Melou,Pass (Live),Pierre Lees-Melou,Tackle,2021-10-16,Norwich City,Brighton
Pierre Lees-Melou,70.0,Norwich City,Blocked,26,Right Foot,0,0,0,0,0,2021-10-16,Norwich City,Brighton
Ben Gibson,79.0,Norwich City,Saved,30,Left Foot,0,Dimitris Giannoulis,Pass (Live),Pierre Lees-Melou,Pass (Live),2021-10-16,Norwich City,Brighton
Pascal Groß,81.0,Brighton,Blocked,16,Right Foot,Half volley,Solly March,Pass (Live),Jakub Moder,Pass (Live),2021-10-16,Norwich City,Brighton
Teemu Pukki,81.0,Norwich City,Blocked,17,Right Foot,0,Milot Rashica,Pass (Live),Teemu Pukki,Pass (Live),2021-10-16,Norwich City,Brighton
Neal Maupay,87.0,Brighton,Off Target,6,Right Foot,0,Solly March,Pass (Live),Solly March,Dribble,2021-10-16,Norwich City,Brighton
Grant Hanley,90.3,Norwich City,Off Target,6,Head,0,Milot Rashica,Pass (Dead),Adam Idah,Pass (Live),2021-10-16,Norwich City,Brighton
James Maddison,10.0,Leicester City,Saved,18,Right Foot,0,Timothy Castagne,Pass (Live),James Maddison,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Mason Greenwood,13.0,Manchester Utd,Saved,22,Left Foot,0,Bruno Fernandes,Pass (Live),Mason Greenwood,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Paul Pogba,17.0,Manchester Utd,Off Target,5,Head,0,Bruno Fernandes,Pass (Dead),0,0,2021-10-16,Leicester City,Manchester Utd
Mason Greenwood,19.0,Manchester Utd,Goal,27,Left Foot,0,Bruno Fernandes,Pass (Live),Mason Greenwood,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Timothy Castagne,21.0,Leicester City,Blocked,17,Right Foot,0,Jamie Vardy,Pass (Live),Timothy Castagne,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Kelechi Iheanacho,21.0,Leicester City,Blocked,17,Left Foot,0,0,0,0,0,2021-10-16,Leicester City,Manchester Utd
Jamie Vardy,21.0,Leicester City,Saved,26,Right Foot,0,Kelechi Iheanacho,Shot,0,0,2021-10-16,Leicester City,Manchester Utd
Cristiano Ronaldo,28.0,Manchester Utd,Saved,15,Right Foot,0,Jadon Sancho,Pass (Live),Luke Shaw,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Paul Pogba,29.0,Manchester Utd,Blocked,22,Right Foot,0,Bruno Fernandes,Pass (Live),Jadon Sancho,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Harry Maguire,29.0,Manchester Utd,Off Target,7,Head,0,Bruno Fernandes,Pass (Dead),Paul Pogba,Shot,2021-10-16,Leicester City,Manchester Utd
Youri Tielemans,31.0,Leicester City,Goal,20,Right Foot,0,Kelechi Iheanacho,Pass (Live),Kelechi Iheanacho,Tackle,2021-10-16,Leicester City,Manchester Utd
Cristiano Ronaldo,33.0,Manchester Utd,Blocked,20,Right Foot,0,Bruno Fernandes,Pass (Live),Nemanja Matić,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Kelechi Iheanacho,40.0,Leicester City,Off Target,20,Left Foot,0,Youri Tielemans,Pass (Live),James Maddison,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Bruno Fernandes,43.0,Manchester Utd,Blocked,33,Right Foot,0,Nemanja Matić,Pass (Live),Nemanja Matić,Tackle,2021-10-16,Leicester City,Manchester Utd
Kelechi Iheanacho,46.0,Leicester City,Saved,17,Left Foot,0,Youri Tielemans,Pass (Live),Youri Tielemans,Tackle,2021-10-16,Leicester City,Manchester Utd
Mason Greenwood,48.0,Manchester Utd,Off Target,19,Left Foot,0,Jadon Sancho,Pass (Live),0,0,2021-10-16,Leicester City,Manchester Utd
Mason Greenwood,50.0,Manchester Utd,Off Target,21,Left Foot,0,Cristiano Ronaldo,Pass (Live),Bruno Fernandes,Pass (Live),2021-10-16,Leicester City,Manchester Utd
James Maddison,54.0,Leicester City,Blocked,27,Right Foot,Free kick,Jamie Vardy,Fouled,Daniel Amartey,Pass (Live),2021-10-16,Leicester City,Manchester Utd
James Maddison,54.0,Leicester City,Off Target,26,Right Foot,Half volley,James Maddison,Shot,0,0,2021-10-16,Leicester City,Manchester Utd
Nemanja Matić,55.0,Manchester Utd,Off Target,32,Left Foot,Half volley,0,0,0,0,2021-10-16,Leicester City,Manchester Utd
Paul Pogba,55.0,Manchester Utd,Blocked,26,Right Foot,0,Jadon Sancho,Pass (Live),Nemanja Matić,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Youri Tielemans,57.0,Leicester City,Off Target,25,Left Foot,0,Youri Tielemans,Fouled,Youri Tielemans,Dribble,2021-10-16,Leicester City,Manchester Utd
Mason Greenwood,65.0,Manchester Utd,Wayward,10,Left Foot,Back heel,Bruno Fernandes,Pass (Live),Paul Pogba,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Youri Tielemans,66.0,Leicester City,Off Target,29,Right Foot,0,0,0,0,0,2021-10-16,Leicester City,Manchester Utd
Bruno Fernandes,68.0,Manchester Utd,Off Target,25,Right Foot,0,Paul Pogba,Pass (Live),Bruno Fernandes,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Youri Tielemans,75.0,Leicester City,Saved to Post,21,Right Foot,0,0,0,0,0,2021-10-16,Leicester City,Manchester Utd
Patson Daka,78.0,Leicester City,Saved,14,Right Foot,0,Jamie Vardy,Pass (Live),Ayoze Pérez,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Patson Daka,78.0,Leicester City,Saved,11,Right Foot,Half volley,0,0,0,0,2021-10-16,Leicester City,Manchester Utd
Çağlar Söyüncü,78.0,Leicester City,Goal,3,Left Foot,Open goal,Patson Daka,Shot,0,0,2021-10-16,Leicester City,Manchester Utd
Ricardo Pereira,82.0,Leicester City,Off Target,16,Right Foot,0,Youri Tielemans,Pass (Live),Jamie Vardy,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Marcus Rashford,82.0,Manchester Utd,Goal,16,Right Foot,0,Victor Lindelöf,Pass (Live),Aaron Wan-Bissaka,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Jamie Vardy,83.0,Leicester City,Goal,13,Right Foot,Half volley,Ayoze Pérez,Pass (Live),Timothy Castagne,Fouled,2021-10-16,Leicester City,Manchester Utd
Ricardo Pereira,85.0,Leicester City,Blocked,19,Left Foot,0,0,0,0,0,2021-10-16,Leicester City,Manchester Utd
Ayoze Pérez,85.0,Leicester City,Saved,5,Right Foot,0,Ricardo Pereira,Pass (Live),0,0,2021-10-16,Leicester City,Manchester Utd
Jamie Vardy,85.0,Leicester City,Blocked,11,Left Foot,Half volley,Ayoze Pérez,Shot,0,0,2021-10-16,Leicester City,Manchester Utd
Çağlar Söyüncü,85.0,Leicester City,Wayward,21,Left Foot,Volley,Jamie Vardy,Shot,0,0,2021-10-16,Leicester City,Manchester Utd
Jesse Lingard,88.0,Manchester Utd,Saved,22,Right Foot,0,Bruno Fernandes,Pass (Live),Luke Shaw,Pass (Dead),2021-10-16,Leicester City,Manchester Utd
Cristiano Ronaldo,89.0,Manchester Utd,Off Target,8,Left Foot,Volley,Bruno Fernandes,Pass (Live),Jesse Lingard,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Patson Daka,90.1,Leicester City,Goal,1,Right Foot,Open goal,0,0,0,0,2021-10-16,Leicester City,Manchester Utd
Scott McTominay,90.6,Manchester Utd,Saved,23,Right Foot,0,Jesse Lingard,Pass (Live),Cristiano Ronaldo,Pass (Live),2021-10-16,Leicester City,Manchester Utd
Nathan Redmond,14.0,Southampton,Off Target,24,Right Foot,0,Mohamed Elyounoussi,Pass (Live),Nathan Redmond,Pass (Live),2021-10-16,Southampton,Leeds United
Armando Broja,18.0,Southampton,Off Target,6,Head,0,Nathan Redmond,Pass (Dead),Moussa Djenepo,Pass (Live),2021-10-16,Southampton,Leeds United
Nathan Redmond,19.0,Southampton,Saved,25,Right Foot,0,Moussa Djenepo,Pass (Live),Nathan Redmond,Pass (Live),2021-10-16,Southampton,Leeds United
Armando Broja,20.0,Southampton,Blocked,7,Head,0,Nathan Redmond,Pass (Dead),Nathan Redmond,Shot,2021-10-16,Southampton,Leeds United
Mohamed Elyounoussi,20.0,Southampton,Off Target,4,Other,Open goal,Armando Broja,Shot,0,0,2021-10-16,Southampton,Leeds United
Moussa Djenepo,23.0,Southampton,Off Target,22,Right Foot,Half volley,0,0,0,0,2021-10-16,Southampton,Leeds United
Oriol Romeu,26.0,Southampton,Blocked,20,Left Foot,0,Armando Broja,Pass (Live),Nathan Redmond,Pass (Live),2021-10-16,Southampton,Leeds United
Romain Perraud,26.0,Southampton,Off Target,29,Right Foot,0,Oriol Romeu,Shot,0,0,2021-10-16,Southampton,Leeds United
Valentino Livramento,28.0,Southampton,Off Target,26,Left Foot,0,Nathan Redmond,Pass (Live),Valentino Livramento,Pass (Live),2021-10-16,Southampton,Leeds United
Mohammed Salisu,30.0,Southampton,Blocked,31,Left Foot,0,Valentino Livramento,Pass (Live),Ibrahima Diallo,Pass (Live),2021-10-16,Southampton,Leeds United
Armando Broja,33.0,Southampton,Saved,12,Left Foot,0,0,0,0,0,2021-10-16,Southampton,Leeds United
Mohamed Elyounoussi,44.0,Southampton,Off Target,8,Head,0,Moussa Djenepo,Pass (Live),Romain Perraud,Pass (Live),2021-10-16,Southampton,Leeds United
Tyler Roberts,45.0,Leeds United,Off Target,33,Right Foot,0,Mateusz Klich,Pass (Live),0,0,2021-10-16,Southampton,Leeds United
Moussa Djenepo,47.0,Southampton,Saved,19,Right Foot,Deflected,Nathan Redmond,Pass (Live),Mohamed Elyounoussi,Pass (Live),2021-10-16,Southampton,Leeds United
Jack Harrison,51.0,Leeds United,Blocked,17,Right Foot,0,Jack Harrison,Dribble,Tyler Roberts,Pass (Live),2021-10-16,Southampton,Leeds United
Armando Broja,53.0,Southampton,Goal,11,Right Foot,0,Nathan Redmond,Pass (Live),Moussa Djenepo,Pass (Live),2021-10-16,Southampton,Leeds United
Mohamed Elyounoussi,62.0,Southampton,Off Target,23,Right Foot,0,Nathan Redmond,Pass (Live),Ibrahima Diallo,Pass (Live),2021-10-16,Southampton,Leeds United
Daniel James,68.0,Leeds United,Off Target,17,Left Foot,Half volley,0,0,0,0,2021-10-16,Southampton,Leeds United
Nathan Redmond,72.0,Southampton,Blocked,22,Right Foot,Free kick,Mohamed Elyounoussi,Fouled,0,0,2021-10-16,Southampton,Leeds United
Armando Broja,73.0,Southampton,Off Target,15,Right Foot,0,Mohammed Salisu,Pass (Live),Oriol Romeu,Pass (Live),2021-10-16,Southampton,Leeds United
Mohammed Salisu,79.0,Southampton,Wayward,7,Head,0,Nathan Redmond,Pass (Dead),0,0,2021-10-16,Southampton,Leeds United
Nathan Redmond,85.0,Southampton,Off Target,25,Right Foot,0,Stuart Armstrong,Pass (Live),Oriol Romeu,Pass (Live),2021-10-16,Southampton,Leeds United
Riyad Mahrez,5.0,Manchester City,Saved,27,Left Foot,0,João Cancelo,Pass (Live),Phil Foden,Pass (Live),2021-10-16,Manchester City,Burnley
Phil Foden,12.0,Manchester City,Saved,17,Left Foot,0,Bernardo Silva,Pass (Live),João Cancelo,Pass (Live),2021-10-16,Manchester City,Burnley
Bernardo Silva,12.0,Manchester City,Goal,3,Left Foot,0,Phil Foden,Shot,0,0,2021-10-16,Manchester City,Burnley
João Cancelo,15.0,Manchester City,Saved,4,Right Foot,Volley,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live),2021-10-16,Manchester City,Burnley
